ox_code	src_code	population	country	region	contributor	contact	year	m_s	sex	n_sequences	mean_coverage	phenotype	insecticide
AV0033-C	KD148	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	158060590	50.25	NA	NA
AV0034-C	KD156	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	92118696	27.32	NA	NA
AV0035-C	KD159	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	85890610	26.81	NA	NA
AV0036-C	KD170	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	49948500	16.33	NA	NA
AV0037-C	KD177	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	61275102	19.84	NA	NA
AV0038-C	KD246	GNcol	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	M	F	98739380	30.87	NA	NA
AV0039-C	KD248	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	113999470	33.83	NA	NA
AV0040-C	KD255	GNcol	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	M	F	116667822	35.42	NA	NA
AV0041-C	KD264	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	83840132	25.99	NA	NA
AV0042-C	KD277	GNcol	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	M	F	116397790	35.68	NA	NA
AV0043-C	KD306	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	36846414	12.06	NA	NA
AV0044-C	KD309	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	108387868	31.85	NA	NA
AV0045-C	KD339	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	98115760	30.8	NA	NA
AV0046-C	KD353	GNcol	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	M	F	68296222	21.57	NA	NA
AV0047-C	KD363	GNgam	Guinea	Koundara	Kenneth_Vernick	Michelle_Riehle,_Karin_Eiglmeier	2012	S	F	103391134	30.94	NA	NA
AY0006-C	Tia_dPM_8	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	92062494	29.87	dead	pirimiphos_methyl
AY0007-C	Tia_dPM_16	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	99436108	30.92	dead	pirimiphos_methyl
AY0010-C	Tia_dPM_38	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	102737152	32.7	dead	pirimiphos_methyl
AY0011-C	Tia_dPM_44	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	97128450	31.25	dead	pirimiphos_methyl
AY0012-C	Tia_dPM_51	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	98242336	31.81	dead	pirimiphos_methyl
AY0013-C	Tia_aPM_3	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	98003590	31.85	alive	pirimiphos_methyl
AY0015-C	Tia_aPM_41	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	103202350	33.22	alive	pirimiphos_methyl
AY0016-C	Tia_aPM_32	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	91838414	29.89	alive	pirimiphos_methyl
AY0017-C	Tia_dPM_7	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	84527184	26.86	dead	pirimiphos_methyl
AY0018-C	Tia_dPM_14	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	97381778	31.07	dead	pirimiphos_methyl
AY0019-C	Tia_dPM_22	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	101186020	32.56	dead	pirimiphos_methyl
AY0020-C	Tia_dPM_29	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	96583056	30.66	dead	pirimiphos_methyl
AY0021-C	Tia_dPM_37	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	100727656	31.83	dead	pirimiphos_methyl
AY0023-C	Tia_dPM_50	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	84685562	27.47	dead	pirimiphos_methyl
AY0024-C	Tia_aPM_1	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	98105946	31.7	alive	pirimiphos_methyl
AY0025-C	Tia_aPM_11	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	95844526	29.28	alive	pirimiphos_methyl
AY0026-C	Tia_aPM_28	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	103231242	32.84	alive	pirimiphos_methyl
AY0027-C	Tia_aPM_38	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	82339458	26.58	alive	pirimiphos_methyl
AY0029-C	Tia_dPM_13	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	90200192	29.58	dead	pirimiphos_methyl
AY0031-C	Tia_dPM_28	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	95863132	30.64	dead	pirimiphos_methyl
AY0032-C	Tia_dPM_36	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	94713402	23.61	dead	pirimiphos_methyl
AY0033-C	Tia_dPM_42	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	85830480	27.43	dead	pirimiphos_methyl
AY0034-C	Tia_dPM_49	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	116205506	35.33	dead	pirimiphos_methyl
AY0035-C	Tia_aPM_19	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	104217532	32.74	alive	pirimiphos_methyl
AY0036-C	Tia_aPM_10	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	94093842	30.67	alive	pirimiphos_methyl
AY0038-C	Tia_aPM_31	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	95817080	30.66	alive	pirimiphos_methyl
AY0039-C	Tia_dPM_5	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	98078776	31.16	dead	pirimiphos_methyl
AY0040-C	Tia_dPM_12	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	88561576	28.52	dead	pirimiphos_methyl
AY0041-C	Tia_dPM_20	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	97478592	30.41	dead	pirimiphos_methyl
AY0042-C	Tia_dPM_27	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	100457110	22.44	dead	pirimiphos_methyl
AY0043-C	Tia_dPM_34	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	96254120	30.48	dead	pirimiphos_methyl
AY0045-C	Tia_aPM_9	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	97984630	30.7	alive	pirimiphos_methyl
AY0046-C	Tia_aPM_18	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	98508496	30.68	alive	pirimiphos_methyl
AY0047-C	Tia_aPM_26	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	93060924	29.82	alive	pirimiphos_methyl
AY0048-C	Tia_aPM_27	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	105286960	33.55	alive	pirimiphos_methyl
AY0049-C	Tia_aPM_40	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	98657368	31.78	alive	pirimiphos_methyl
AY0050-C	Tia_dPM_4	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	85438810	27.89	dead	pirimiphos_methyl
AY0052-C	Tia_dPM_19	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	89086424	27.58	dead	pirimiphos_methyl
AY0053-C	Tia_dPM_26	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	93312306	30.81	dead	pirimiphos_methyl
AY0054-C	Tia_dPM_33	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	99723442	32.1	dead	pirimiphos_methyl
AY0055-C	Tia_dPM_55	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	112393152	37.35	dead	pirimiphos_methyl
AY0056-C	Tia_aPM_8	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	105331900	34.18	alive	pirimiphos_methyl
AY0057-C	Tia_aPM_17	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	103424408	33.33	alive	pirimiphos_methyl
AY0058-C	Tia_aPM_25	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	94239280	29.54	alive	pirimiphos_methyl
AY0059-C	Tia_aPM_36	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	90387728	27.93	alive	pirimiphos_methyl
AY0060-C	Tia_aPM_30	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	95129228	31.05	alive	pirimiphos_methyl
AY0061-C	Tia_dPM_3	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	93685638	29.54	dead	pirimiphos_methyl
AY0062-C	Tia_dPM_10	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	102271052	31.96	dead	pirimiphos_methyl
AY0063-C	Tia_dPM_18	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	95855540	29.92	dead	pirimiphos_methyl
AY0064-C	Tia_dPM_25	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	93234608	30.11	dead	pirimiphos_methyl
AY0065-C	Tia_dPM_48	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	99574902	30.24	dead	pirimiphos_methyl
AY0066-C	Tia_dPM_54	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	100712030	29.32	dead	pirimiphos_methyl
AY0067-C	Tia_aPM_6	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	96175126	30.9	alive	pirimiphos_methyl
AY0068-C	Tia_aPM_15	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	95617762	30.58	alive	pirimiphos_methyl
AY0069-C	Tia_aPM_24	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	99354268	32.02	alive	pirimiphos_methyl
AY0070-C	Tia_aPM_35	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	92689602	30.4	alive	pirimiphos_methyl
AY0072-C	Tia_dPM_2	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	98344274	32.24	dead	pirimiphos_methyl
AY0074-C	Tia_dPM_17	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	100923050	33.28	dead	pirimiphos_methyl
AY0076-C	Tia_dPM_47	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	89669580	27.58	dead	pirimiphos_methyl
AY0077-C	Tia_dPM_53	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	99024338	31.01	dead	pirimiphos_methyl
AY0078-C	Tia_aPM_5	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	101034336	32.38	alive	pirimiphos_methyl
AY0079-C	Tia_aPM_14	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	98759958	32.04	alive	pirimiphos_methyl
AY0080-C	Tia_aPM_23	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	97640586	31.29	alive	pirimiphos_methyl
AY0082-C	Tia_aPM_29	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	98382152	31.22	alive	pirimiphos_methyl
AY0083-C	Tia_dPM_1	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	93259480	30.57	dead	pirimiphos_methyl
AY0085-C	Tia_dPM_31	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	109173728	33.36	dead	pirimiphos_methyl
AY0087-C	Tia_dPM_46	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	101458232	32.56	dead	pirimiphos_methyl
AY0088-C	Tia_dPM_52	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	95140584	30.75	dead	pirimiphos_methyl
AY0089-C	Tia_aPM_4	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	92383724	29.04	alive	pirimiphos_methyl
AY0090-C	Tia_aPM_13	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	96210618	30.94	alive	pirimiphos_methyl
AY0091-C	Tia_aPM_37	CIcol	Cote_d'Ivoire	Tiassale	David_Weetman		2012	M	F	95973872	31.3	alive	pirimiphos_methyl
